district_name,state_name,grade_10_avg_performance,g3_lang,g3_math,g3_evs,g5_lang,g5_math,g5_evs,g8_lang,g8_math,g8_sci,g8_sst,g3_avg,g5_avg,g8_avg,growth_g3_g5,growth_g5_g8,performance_std,Performance_Class,state_encoded
Dharwad,Karnataka,36.87516234666666,59.324249,53.32783925,56.769776,58.792587,45.84187506666667,47.91199807692307,53.266808,33.92458835,39.441821583333336,38.48678736363637,56.47395475,50.84882004786325,41.28000132424242,-5.625134702136748,-9.56881872362083,7.68180374745834,Medium,16
Dhaulpur,Rajasthan,60.95426189999999,83.7112435,75.40452812500001,78.75955816249999,72.9722155,62.76605415,64.48459873076922,70.71941,49.7101768,50.9347284375,48.93962199431819,82.56165280555555,72.66244428547009,67.56895495075757,-9.899208520085466,-5.093489334712515,7.623635964247712,High,29
Dhemaji,Assam,37.60563623,69.25636,64.30033658333333,66.1901388,64.83782,54.04622693333333,56.89542446153847,49.50959,37.4912153,38.33969416666667,40.04394877272727,66.58227846111112,58.59315713162393,41.34611205984849,-7.989121329487183,-17.247045071775446,12.898001899243525,Medium,3
Dhenkanal,Odisha,36.80510225333333,65.594083,62.64267666666667,62.9289575,53.875786,50.570274266666665,49.19557269230769,54.915333,37.3147948,40.78281808333333,37.07743786363636,63.72190572222223,51.21387765299145,42.52259593674242,-12.508028069230775,-8.69128171624903,10.656765295909524,Medium,26
Dhubri,Assam,34.51862472333333,65.0236265,63.60724016666666,63.220993,57.72004,48.589494466666665,54.51612230769232,44.494606,38.45765555,35.338099166666666,39.81173690909091,63.95061988888889,53.60855225811966,39.5255244064394,-10.342067630769227,-14.083027851680264,12.260202048888246,Low,3
Dhule,Maharashtra,39.41746593333333,61.719549,58.6964365,62.2255851,61.376835,50.394532133333335,55.88066415384616,56.157845,37.15950505,38.637771416666666,42.2483975,60.88052353333334,55.88401042905984,43.55087974166667,-4.996513104273504,-12.333130687393163,8.919901061666799,High,21
Dibang Valley,Arunachal Pradesh,38.996882453333335,65.551355,50.74430658333333,59.0232804,58.293064,35.82939873333333,49.953183230769234,60.89816,38.606033335,36.46777058333333,33.21477090454545,58.43964732777778,48.02521532136752,42.296683705719694,-10.41443200641026,-5.7285316156478245,8.184046910409602,High,2
Dibrugarh,Assam,37.30320712333334,56.668585,50.01707475,55.7932033,58.900475,44.06575540000001,49.52215838461538,49.356133,32.869221849999995,37.04043225,36.80151527272727,54.15962101666667,50.829462928205125,39.01682559318182,-3.3301580884615447,-11.812637335023304,7.957518530090961,Medium,3
Dima Hasao,Assam,39.42571667,65.9973775,58.06483516666666,64.2861828,59.720028,44.541479200000005,49.053243692307696,54.28584,36.62739415,39.511823,40.73526359090909,62.782798488888886,51.10491696410256,42.79008018522727,-11.677881524786322,-8.314836778875296,10.043390967329788,High,3
Dimapur,Nagaland,37.85266202333334,57.326927,46.62957625000001,55.6283947,53.980114,37.5993562,43.48442707692308,61.260365,31.89906585,40.66532725,40.03024254545455,53.19496598333333,45.02129909230769,43.46375016136364,-8.17366689102564,-1.5575489309440584,5.227034699385608,Medium,25
Dindigul,Tamil Nadu,36.06418675333333,61.1455155,57.720068833333336,61.8274622,55.212,48.50432766666667,50.92219407692308,47.896408,33.09691745,33.72336058333333,34.699011545454546,60.23101551111112,51.54617391452992,37.35392439469697,-8.684841596581194,-14.192249519832956,11.548504361601845,Medium,31
Dindori,Madhya Pradesh,32.4971242,59.282815,53.556987166666666,58.7004647,58.611588,49.827124866666665,53.56575130769231,48.482315,36.7579366,37.38037383333333,39.89375390909091,57.180088955555554,54.00148805811966,40.62859483560606,-3.178600897435892,-13.372893222513603,8.783409877041427,Low,20
Diu,Daman & Diu,33.64995937,48.316435,42.457236,41.6110997,46.12916,38.18881486666667,38.73264515384615,49.102253,37.9442183,36.58466308333333,39.58288254545455,44.1282569,41.01687334017094,40.80350423219697,-3.111383559829058,-0.2133691079739677,1.861012911233892,Low,8
Doda,Jammu & Kashmir,31.98789081333333,58.7864855,52.36973008333334,56.4417535,50.879013,41.9433644,46.38070415384615,48.38674,33.853993450000004,37.06902216666666,35.39237763636363,55.86598969444445,46.40102718461538,38.67553331325757,-9.464962509829064,-7.725493871357806,8.609883482199834,Low,14
Dohad,Gujarat,34.092569393333335,69.81684,65.00700366666666,67.1557853,50.203205,42.9252142,47.70527915384616,55.009556,40.21258745,41.90603033333333,40.05510595454545,67.32654298888889,46.94456611794872,44.295819934469705,-20.38197687094017,-2.6487461834790125,12.60195118438272,Low,11
Dumka,Jharkhand,34.67906044666667,55.6235695,51.3011035,54.7591498,55.872974,44.69536006666667,50.634746,47.76509,35.12833215,38.553103666666665,38.66702240909091,53.89460760000001,50.40102668888889,40.02838705643939,-3.493580911111117,-10.372639632449498,7.211897955113302,Medium,15
Dungarpur,Rajasthan,34.62431316666666,61.2545055,52.29159041666667,57.16079190000001,55.819523,42.74141926666667,49.523462076923074,48.20369,37.30979545,37.55300091666667,38.16352659090909,56.90229593888889,49.36146811452991,40.307503239393945,-7.540827824358978,-9.053964875135968,8.308885895794868,Medium,29
Durg,Chhattisgarh,39.9073834,57.1476345,50.67461033333333,55.181222000000005,51.928204,39.24170926666667,44.48774523076923,60.696365,36.25874175,42.446447,40.88411609090909,54.334488944444445,45.2192194991453,45.07141746022727,-9.11526944529914,-0.1478020389180301,5.305884717695214,High,6
East,Delhi,47.74904718,53.629237,46.06989708333333,51.705784300000005,54.093655,40.53413606666666,45.19710915384615,58.721664,38.63808835,42.13864291666667,39.21197481818182,50.46830612777777,46.60830007350427,44.67759252121212,-3.860006054273505,-1.930707552292148,2.948435813126757,High,9
East Garo Hills,Meghalaya,27.983523378333334,42.552248,35.79275058333334,43.5869511,36.002766,27.479243466666667,32.42775023076923,31.873747,24.2112227,27.50178141666667,28.646736863636363,40.643983227777774,31.9699198991453,28.05837199507576,-8.674063328632474,-3.91154790406954,6.4412368343312325,Low,23
East Godavari,Andhra Pradesh,36.97145428,57.8755515,54.54846791666666,55.679301,51.083313,43.848020600000005,47.391567615384616,48.829906,35.8622058,34.79533375,34.019698772727274,56.03444013888888,47.44096707179487,38.37678608068182,-8.59347306709401,-9.064180991113048,8.829872623032202,Medium,1
East Jaintia Hills,Meghalaya,29.985238066666664,55.621019,46.99458716666667,52.8401127,44.952988,36.15180933333333,38.87110353846154,40.16393,30.348610150000003,31.567269,32.01589313636364,51.81857295555556,39.99196695726496,33.52392557159091,-11.826605998290605,-6.468041385674049,9.277196880067455,Low,23
East Kameng,Arunachal Pradesh,36.52185078,50.597115,45.64739883333333,50.061953,46.616444,35.82137286666667,40.84294446153846,48.82677,27.2255796,35.05093358333333,35.89362231818182,48.76882227777778,41.09358710940171,36.74922637537879,-7.675235168376069,-4.344360734022921,6.086232971964454,Medium,2
East Khasi Hills,Meghalaya,36.79840854333334,60.4184645,50.12584366666667,59.4779894,58.153004,40.4848516,46.86145053846154,55.182762,29.8449247,38.990780916666665,36.72671490909091,56.674099188888896,48.4997687128205,40.18629563143939,-8.174330476068391,-8.313473081381112,8.24399963160958,Medium,23
East Siang,Arunachal Pradesh,41.81076918,55.806549,47.81058516666667,53.2827807,50.218143,36.6396146,43.459741615384615,64.35348,38.2306874,45.6381565,42.04728345454546,52.29997162222222,43.4391664051282,47.56740183863637,-8.860805217094025,4.1282354335081735,4.433836067602991,High,2
East Sikkim,Sikkim,37.55376407333334,66.16295,53.37557291666667,61.2695433,58.035587,39.365174333333336,47.28127707692308,60.853973,32.0614651,41.60234725,38.078018954545456,60.26935540555555,48.22734613675214,43.14895107613636,-12.042009268803412,-5.078395060615776,8.793068558287159,Medium,30
Ernakulam,Kerala,46.91630139666667,77.29070999999999,59.83343158333333,70.5307603,66.62134,49.701238,54.63166953846154,64.32664,35.249457050000004,45.53432741666666,40.848991363636365,69.21830062777777,56.98474917948717,46.48985395757576,-12.23355144829059,-10.494895221911412,11.375301423091232,High,17
Erode,Tamil Nadu,38.72357420666667,68.638142,61.804283,64.3393218,55.678726,47.5294244,49.19803015384616,50.648666,31.0325163,36.16231858333333,35.86501818181818,64.92724893333333,50.802060184615385,38.42712976628788,-14.125188748717946,-12.374930418327509,13.259689387469107,High,31
Etah,Uttar Pradesh,32.75322677,57.932144,52.67853358333334,56.2130356,48.436577,38.905655333333335,42.95190576923077,42.50429,31.842976650000004,31.777813166666665,31.61371340909091,55.60790439444444,43.431379367521366,34.434698306439394,-12.176525026923072,-8.996681061081972,10.62632492046089,Low,34
Etawah,Uttar Pradesh,32.67797507,55.615608,51.2732925,54.5178498,54.872517,44.98515406666666,48.64408407692308,48.73311,33.91004605,35.60580658333333,36.32386018181818,53.8022501,49.50058504786324,38.64320570378788,-4.301665052136762,-10.857379344075362,7.812208772686711,Low,34
Faizabad,Uttar Pradesh,34.265229106666666,63.200647,58.1063245,61.0276472,57.62957,47.21952,50.07654884615385,49.974255,35.98019935,35.7518905,37.657590863636365,60.77820623333334,51.64187961538462,39.84098392840909,-9.136326617948724,-11.80089568697553,10.496831910395104,Low,34
Faridabad,Haryana,45.75772726333334,57.649582,52.60116666666666,55.0177688,58.53398,47.4024806,48.490445,60.658573,42.2975211,43.98190083333333,42.04786931818182,55.089505822222215,51.4756352,47.24646606287879,-3.613870622222216,-4.229169137121211,3.925540411441911,High,12
Faridkot,Punjab,53.11715709333333,71.2447225,64.78369466666668,66.6615005,71.89937,58.81948786666667,59.06478730769231,69.07675,49.7101768,50.9347284375,48.36274104545455,67.56330588888888,63.26121505811966,54.76611746969697,-4.302090830769217,-8.495097588422688,6.51207468207218,High,28
Farrukhabad,Uttar Pradesh,34.87553532,56.7327365,51.70113008333333,54.86471,53.629463,47.10618506666666,48.391935,44.023502,32.81106925,31.700840166666666,34.04718781818182,54.43285886111111,49.70919435555555,35.64564980871212,-4.723664505555554,-14.063544546843431,9.77288353524381,Medium,34
Fatehabad,Haryana,43.02343499333334,58.36084,51.83150175,57.5647796,53.35206,44.52639373333333,45.69390361538462,61.774784,41.67089325,42.92785991666667,40.089934863636365,55.91904044999999,47.857452449572655,46.61586800757576,-8.061588000427335,-1.241584441996899,5.051068377230116,High,12
Fatehgarh Sahib,Punjab,48.07297606,72.933544,65.453025,66.47065330000001,66.42945,52.3202186,57.34367046153846,66.66037,43.92648245,45.85559633333333,42.77251627272727,68.28574076666668,58.69777968717949,49.80374126401515,-9.587961079487188,-8.89403842316434,9.243170656855218,High,28
Fatehpur,Uttar Pradesh,33.88997371666667,69.74823,65.37055616666667,67.68533959999999,53.58436,45.60205786666666,46.842241230769226,48.371845,36.83330255,36.56054016666667,37.93167509090909,67.60137525555555,48.67621969914529,39.92434070189394,-18.92515555641026,-8.751878997251353,14.146702445572693,Low,34
Fazilka,Punjab,46.94166722666667,68.854097,60.84486708333333,63.772609,68.933586,56.8279628,57.44754307692308,66.785904,46.1297394,46.54659575,47.11206927272727,64.49052436111111,61.069697292307694,51.64357710568181,-3.420827068803419,-9.42612018662588,6.653293086774855,High,28
Firozabad,Uttar Pradesh,31.47418194333334,50.8262965,47.53108716666667,48.0258044,48.71773,38.97991266666666,40.62840507692307,46.060112,32.68608665,32.8041735,33.16893445454545,48.79439602222222,42.77534924786325,36.17982665113636,-6.019046774358969,-6.5955225967268944,6.309479677619936,Low,34
Firozpur,Punjab,55.55633375333334,76.283645,70.70893925,71.1612447,72.9722155,62.76605415,62.586967461538464,69.49296,49.7101768,50.69720275,48.93962199431819,72.71794298333333,68.15560866495726,57.36704920909091,-4.562334318376074,-10.788559455866348,7.883081559405878,High,28
Gadag,Karnataka,37.46642230666667,52.54703000000001,45.5921565,50.298007,54.60445,40.298445066666666,40.58602415384615,50.06268,35.56406285,38.81834425,37.713575909090906,49.47906449999999,45.16297307350428,40.539665752272725,-4.316091426495717,-4.62330732123155,4.4705791153438375,Medium,16
Gadchiroli,Maharashtra,33.388614516666664,49.5537215,45.65351708333333,48.6073476,48.664635,38.9230744,41.871799384615386,48.69087,31.67491985,32.84233691666667,34.58885918181818,47.93819539444444,43.15316959487179,36.949246487121215,-4.785025799572651,-6.203923107750576,5.509720681323416,Low,21
Gajapati,Odisha,33.43132129333334,60.929329,55.88009458333334,57.3862871,54.343773,49.167493,45.439870769230765,43.70072,31.54379445,33.04174841666667,32.937464590909094,58.065236894444446,49.65037892307692,35.30593186439394,-8.414857971367525,-14.34444705868298,11.507671075913729,Low,26
Ganderbal,Jammu & Kashmir,37.39997277,67.1234125,57.97076416666667,64.51009730000001,56.694233,46.15605093333333,48.98749815384616,50.639652,33.96455025,39.80585008333333,37.69367145454545,63.20142465555556,50.61259402905983,40.525930946969694,-12.588830626495737,-10.086663082090134,11.360732397182222,Medium,14
Gandhinagar,Gujarat,40.77648967666667,67.45526000000001,58.73589675,64.14881199999999,55.98886,46.36692333333334,49.73818946153846,60.4927,38.66846815,42.17228775,39.49786254545455,63.44665625,50.697990931623934,45.20782961136364,-12.748665318376062,-5.490161320260292,9.357039559218483,High,11
Ganganagar,Rajasthan,44.617734353333326,69.938458,62.50929691666667,66.725592,62.867973,53.64389833333333,53.56906146153846,60.97062,41.81754845,43.68718425,42.47366922727272,66.39111563888889,56.693644264957264,47.23725548181818,-9.697471373931627,-9.456388783139085,9.577182943353112,High,29
Ganjam,Odisha,37.498089596666674,63.069684,58.32262241666667,59.1217372,55.541237,50.17876033333334,47.64520223076923,57.855423,40.41407635,41.67782675,39.87117218181818,60.17134787222222,51.12173318803419,44.95462457045454,-9.049614684188027,-6.16710861757965,7.653729185565428,Medium,26
Garhwa,Jharkhand,34.878913346666664,56.9226935,52.45586466666666,53.2580505,51.556564,49.98914526666667,49.52308946153846,46.45471,40.08918115,36.99516916666666,41.65835245454545,54.21220288888889,50.356266242735046,41.29935319280303,-3.855936646153843,-9.056913049932014,6.628695305096944,Medium,15
Gariaband,Chhattisgarh,31.169151900000003,55.583677,48.64564016666666,55.3346771,48.953842,35.11607706666667,42.25121476923077,46.093876,27.34523075,31.8815385,32.44873440909091,53.18799808888888,42.10704461196581,34.44234491477273,-11.08095347692307,-7.664699697193079,9.424565987621005,Low,6
Gautam Buddha Nagar,Uttar Pradesh,41.12103865,62.832251,53.93484116666667,60.5109263,61.205032,48.3143142,52.64680515384615,59.028572,38.6994223,42.24927258333333,40.21809190909091,59.09267282222222,54.05538378461538,45.04883969810606,-5.03728903760684,-9.006544086509322,7.114789362642818,High,34
Gaya,Bihar,35.76847663,56.5611365,51.78363425,53.2125745,52.409016,40.63367346666666,41.32263315384616,49.837307,38.96555665,38.64290808333333,38.58251236363637,53.85244841666668,44.78844087350427,41.50707102424243,-9.064007543162404,-3.281369849261843,6.394424182983293,Medium,4
Ghaziabad,Uttar Pradesh,39.30415649333334,58.6582865,52.08337458333333,55.7461585,59.73474,45.827201933333335,51.5379543076923,54.520557,35.133872100000005,36.83380291666666,36.55407922727273,55.49593986111111,52.36663208034188,40.76057781098485,-3.1293077807692318,-11.606054269357031,7.763418036302745,High,34
Ghazipur,Uttar Pradesh,34.595928953333335,58.7946815,53.54776999999999,57.1514542,54.573475,47.545637000000006,50.36987307692308,48.38384,35.02741295,34.72993975,35.91983822727273,56.49796856666666,50.829661692307695,38.51525773181818,-5.6683068743589615,-12.314403960489514,9.193767242846295,Low,34
Gir Somnath,Gujarat,33.20849837666667,62.689973,57.125199,61.51782479999999,52.031055,41.84458686666667,45.03493430769231,53.924526,33.2045149,37.793564583333335,35.60418981818182,60.44433226666666,46.303525391453,40.13169882537879,-14.140806875213665,-6.171826566074209,10.413588395008352,Low,11
Giridih,Jharkhand,38.05597864333333,64.601006,60.62250591666666,63.2501041,55.808273,44.78030193333333,50.06075692307692,51.54657,43.120723600000005,41.54811825,41.886030954545454,62.82453867222222,50.21644395213675,44.52536070113637,-12.608094720085468,-5.691083251000386,9.364938115634098,Medium,15
Goalpara,Assam,34.83735082666667,66.152868,62.66524999999999,63.6762768,64.19394,56.75154033333333,58.35622069230769,42.805786,35.8201046,35.79009116666666,36.78407981818182,64.16479826666666,59.76723367521368,37.80001539621212,-4.397564591452991,-21.96721827900156,14.124441163337606,Medium,3
Godda,Jharkhand,36.84700047333334,54.019659,52.37603716666666,53.7987027,49.444393,40.4595388,45.54492346153846,50.01266,35.46429405,39.32280683333334,39.006735590909095,53.39813295555555,45.14961842051283,40.95162411856061,-8.248514535042723,-4.197994301952221,6.332149851135705,Medium,15
Golaghat,Assam,36.65384256666667,64.547282,57.82565916666667,63.13231029999999,52.41319,40.2406976,45.77203907692308,47.426266,31.03258005,36.54149666666667,36.76667490909091,61.835083822222224,46.14197555897436,37.941754406439394,-15.693108263247863,-8.200221152534965,12.140898267725865,Medium,3
Gomati,Tripura,33.44036771333334,65.02614,58.69280425,61.23023930000001,55.58916,44.92460233333334,49.08163807692308,51.4432,34.33017675,37.59970508333333,38.97818454545455,61.64972785,49.86513347008548,40.58781659469697,-11.784594379914523,-9.277316875388507,10.55579918679571,Low,33
Gonda,Uttar Pradesh,30.165810666666665,53.5504705,49.44535008333333,52.813294,49.940445,41.424529066666665,45.90245146153846,41.05328,30.3334726,32.26156841666667,33.56822736363636,51.93637152777777,45.75580850940171,34.30413709507576,-6.180563018376063,-11.45167141432595,8.946468842468615,Low,34
Gondiya,Maharashtra,34.86881858,66.365478,61.8742665,62.6822849,55.54182,46.3666272,49.01713253846154,52.780117,33.981478300000006,35.77119033333333,36.43228295454546,63.64067646666666,50.30852657948719,39.7412671469697,-13.332149887179476,-10.567259432517488,11.97633053400726,Medium,21
Gopalganj,Bihar,34.09924193333334,69.95598,68.023307,68.7335729,55.58366,46.15834073333333,49.70202069230769,47.597324,38.34027535,35.537021583333335,38.805753045454544,68.90428663333334,50.48134047521367,40.07009349469697,-18.42294615811967,-10.4112469805167,14.601425174678894,Low,4
Gorakhpur,Uttar Pradesh,34.33973715,54.9151065,50.30931075,54.6941696,46.38105,37.9528022,40.08418684615385,48.21673,30.733162650000004,35.308087,34.83585313636364,53.30619561666666,41.47267968205128,37.27345819659091,-11.833515934615384,-4.19922148546037,8.31378603725809,Low,34
Gumla,Jharkhand,33.13762324666667,54.565252,46.750277583333336,54.051684,43.135586,32.51334526666667,36.700772923076926,45.113792,29.85150885,32.861849666666664,33.74302136363636,51.78907119444444,37.4499013965812,35.39254297007575,-14.339169797863242,-2.057358426505445,8.932064449681508,Low,15
Guna,Madhya Pradesh,38.57793230333333,73.402335,65.76496416666667,71.71424540000001,60.74989,50.269211000000006,54.13232361538461,57.442574,43.15218805,39.93266558333333,39.33193245454545,70.2938481888889,55.05047487179488,44.96484002196969,-15.243373317094026,-10.085634849825183,12.751726125824185,High,20
Guntur,Andhra Pradesh,38.14125183333334,63.858265,59.149538666666665,61.4739974,46.707882,42.4318928,41.95533961538461,50.567184,35.5523415,35.55483258333333,36.60867695454545,61.49393368888889,43.69837147179487,39.57075875946969,-17.795562217094016,-4.127612712325181,11.650070245219746,Medium,1
Gurdaspur,Punjab,49.38728287,72.060035,63.10001325,65.96811770000001,63.364147,51.998068800000006,51.39309084615385,65.08561,46.3770844,46.1312035,46.15821681818182,67.04272198333332,55.585102215384616,50.938028679545454,-11.457619767948708,-4.647073535839162,8.288883012841714,High,28
Gurugram,Haryana,47.54465853,59.722891,50.74358033333333,54.6218349,66.64195,51.677403866666666,56.299326692307694,67.79101,43.91565215,48.42254433333333,45.21423490909091,55.02943541111112,58.20622685299145,51.33586034810606,3.176791441880333,-6.870366504885389,3.438421065031352,High,12
Gwalior,Madhya Pradesh,41.01184963333333,63.970695500000005,57.55993125,59.8810876,60.485844,52.7050578,54.83394661538462,60.350296,42.061246,42.10040608333333,41.966837727272726,60.47057145,56.00828280512821,46.61969645265151,-4.462288644871798,-9.388586352476691,7.069940026151058,High,20
Hailakandi,Assam,35.77273661666667,72.750235,67.72434166666666,69.810074,61.439377,57.78740426666666,60.213394615384615,44.545128,39.7074911,34.848389583333336,35.42822368181818,70.09488355555555,59.81339196068376,38.63230809128788,-10.281491594871795,-21.18108386939588,16.04286465557476,Medium,3
Hamirpur (H.P.),Himachal Pradesh,40.00347652,49.3436,43.470186000000005,48.9471951,47.10023,36.7388254,40.26580015384616,58.85292,35.36640995,39.982847666666665,37.64992768181818,47.25366036666667,41.36828518461539,42.96302632462121,-5.885375182051284,1.594741140005823,3.0438566769777347,High,13
Hamirpur (U.P.),Uttar Pradesh,32.54497770666667,59.5128735,53.24106708333333,56.336739,52.53596,44.25963713333333,46.08532007692308,51.966663,36.34070225,36.35063591666667,38.03002190909091,56.36355986111111,47.6269724034188,40.6720057689394,-8.736587457692309,-6.954966634479398,7.862616094746274,Low,34
Hanumangarh,Rajasthan,42.504350746666674,63.5578585,57.99238225,63.0197879,61.45925,50.31460153333333,53.196402769230765,55.953438,40.77784285,41.09739991666667,42.42668427272727,61.523342883333335,54.99008476752136,45.06384125984848,-6.533258115811975,-9.92624350767288,8.287832099680244,High,29
Hapur (Panchsheel Nagar),Uttar Pradesh,35.16482709,60.452166000000005,54.35231508333334,60.1174446,51.250553,40.0145762,45.596395692307695,49.4534,31.11419885,33.732951666666665,33.670776090909094,58.30730856111112,45.62050829743589,36.99283165189394,-12.686800263675224,-8.627676645541953,10.721463139764492,Medium,34
Harda,Madhya Pradesh,35.91332526666667,52.1693835,47.766475250000006,50.3810244,51.15722,39.76502466666667,44.378427769230775,52.533382,33.65262915,35.56298691666667,36.80823640909091,50.10562771666667,45.10022414529914,39.6393086189394,-5.005403571367523,-5.460915526359749,5.234811342569191,Medium,20
Hardoi,Uttar Pradesh,30.64561142,49.468494,41.759816416666666,45.1282165,47.97604,38.0550422,43.45641038461538,37.75582,27.6965169,30.38349091666667,30.608999045454546,45.45217563888889,43.16249752820513,31.611206715530304,-2.28967811068376,-11.551290812674823,7.418977535425713,Low,34
Haridwar,Uttarakhand,35.670338753333326,57.680889,53.53836391666667,58.1947318,54.168694,42.00151233333334,47.66529307692308,53.019157,37.37735785,37.84958075,38.75162977272727,56.471328238888894,47.94516647008548,41.74943134318181,-8.52616176880342,-6.195735126903664,7.391626078186753,Medium,35
Hassan,Karnataka,40.42883925333333,64.281685,58.21474616666666,59.8809751,64.32041,49.956056933333336,51.78770392307692,57.157402,39.91707745,42.25760333333333,44.13329990909091,60.792468755555554,55.35472361880341,45.86634567310606,-5.437745136752142,-9.488377945697351,7.554110784699712,High,16
Hathras,Uttar Pradesh,31.463542460000003,50.868616,48.042721,49.283568,44.50284,34.619491133333334,39.20271576923077,46.79046,33.830776,33.61018775,33.996860909090906,49.39830166666667,39.4416823008547,37.05707116477273,-9.956619365811967,-2.384611136081972,6.546329884839613,Low,34
Haveri,Karnataka,32.63789554666667,59.39193,54.37132616666667,57.5319575,45.574547,37.0554752,37.546788846153845,44.949783,30.9705459,34.346839,34.681002772727275,57.09840455555556,40.05893701538462,36.23704266818182,-17.03946754017094,-3.8218943472028,11.106655288982438,Low,16
Hazaribag,Jharkhand,38.15703520666667,58.896349,51.405227583333335,55.040465700000006,54.124672,43.03913333333333,45.801113692307695,56.528698,40.71731255,42.42132583333333,41.91747827272727,55.11401409444445,47.65497300854701,45.39620366401515,-7.459041085897439,-2.2587693445318635,5.085521481530738,High,15
Hingoli,Maharashtra,33.26060900333333,67.40773,62.86430658333333,63.72608230000001,63.47548,54.07064466666667,56.88154907692308,51.14828,31.6354823,35.6186225,38.43257718181818,64.66603962777778,58.14255791452991,39.20874049545455,-6.523481713247868,-18.93381741907536,13.223207722501538,Low,21
Hisar,Haryana,43.51996497,61.297382,54.64308566666667,58.5306804,55.667896,47.00121673333333,48.88353569230769,62.817577,40.0576708,42.98002258333333,42.00377636363636,58.15704935555556,50.51754947521366,46.96476168674242,-7.639499880341894,-3.5527877884712424,5.719142749764758,High,12
Hojai,Assam,38.66797823666666,58.956026,57.89948066666667,59.0256388,61.53426,57.61588293333333,57.51818584615384,38.941902,31.88103775,33.207383916666664,35.65670345454546,58.627048488888896,58.889442926495725,34.921756780303035,0.2623944376068294,-23.96768614619269,13.762628655362525,High,3
Hooghly,West Bengal,41.63201030333333,61.283699,50.178727083333335,56.7652308,65.05601,50.02275366666667,55.77101430769231,64.3369,39.3217895,46.17500883333333,44.81077863636364,56.07588562777778,56.94992599145299,48.66111924242424,0.8740403636752134,-8.288806749028751,4.554247549073407,High,36
Hoshangabad,Madhya Pradesh,36.29383656333333,59.1044365,54.11805825,57.3696593,59.145813,53.205366600000005,56.007179923076926,54.761833,36.78748665,37.693879333333335,38.19854409090909,56.86405135,56.11945317435897,41.860435768560606,-0.7445981756410305,-14.259017405798367,8.45559464041057,Medium,20
Hoshiarpur,Punjab,47.14015998,76.2324475,72.03550575,73.1116347,66.29276,53.674642266666666,56.55294107692308,67.283485,49.7101768,50.09583033333333,48.86352331818182,73.79319598333333,58.84011444786324,54.35481617537879,-14.95308153547009,-4.485298272484457,10.178106876672954,High,28
Howrah,West Bengal,38.54228127,69.1817675,59.29212991666666,63.641141700000006,61.06447,43.216671600000005,50.42707707692308,62.25678,37.51198705,44.91668833333333,43.279308,64.03834637222222,51.56940622564103,46.99119084583333,-12.468940146581197,-4.578215379807695,8.82269833992435,High,36
Hyderabad,Telangana,37.70294047666667,48.56288,41.447607,45.0625882,42.02815,35.1046664,37.06464530769231,47.89568,29.9797052,34.60056466666666,33.59990754545455,45.0243584,38.065820569230766,36.51896435303031,-6.958537830769238,-1.5468562162004602,4.530558111132156,Medium,32
Idukki,Kerala,38.14727936333334,66.822565,53.69681058333333,63.9132673,49.054615,36.32777046666667,41.19405084615384,50.915737,28.52235655,37.06754625,33.44232145454546,61.477547627777774,42.19214543760684,37.48699031363637,-19.28540219017093,-4.705155123970471,12.71227794050814,Medium,17
Imphal East,Manipur,39.61408335,58.791438,50.5266835,58.6754005,60.993473,41.5422908,47.74675315384616,64.24028,41.49757905,44.98983091666667,41.86022868181818,55.99784066666666,50.094172317948725,48.14697966212121,-5.903668348717936,-1.9471926558275143,4.0882122768445495,High,22
Imphal West,Manipur,43.37694394666666,71.1946,58.94679241666666,67.57621850000001,65.84796,46.7002344,53.19432961538462,66.901215,41.3069924,48.32628141666667,43.912963954545454,65.90587030555555,55.2475080051282,50.11186319280303,-10.65836230042735,-5.135644812325175,8.056324588413036,High,22
Indore,Madhya Pradesh,40.13752915333334,61.3223225,54.489128666666666,59.5704838,58.223736,46.548402333333335,50.661985,56.545532,41.882687,41.84781516666666,40.32712790909091,58.460644988888895,51.811374444444446,45.15079051893939,-6.649270544444448,-6.660583925505058,6.654928036339534,High,20
Jabalpur,Madhya Pradesh,39.14633693666667,65.1034625,56.162822166666665,62.2040019,55.62219,44.26957513333333,48.32957430769231,56.458855,35.10110995,39.45913533333333,38.436499318181816,61.1567621888889,49.40711314700855,42.36389990037878,-11.749649041880351,-7.043213246629762,9.494145375262995,High,20
Jagatsinghpur,Odisha,41.37267843333334,77.81277,72.01612975,71.436846,61.179108,57.746541533333335,55.56068453846154,59.847553,42.40357845,41.036349,40.21830822727273,73.75524858333334,58.16211135726496,45.87644716931818,-15.59313722606838,-12.28566418794678,13.972061655151272,High,26
Jagtial,Telangana,34.25359257000001,44.454688,41.371693666666665,41.7772267,38.956482,32.88599093333333,34.48426161538462,48.045525,30.7828685,32.53333525,32.73525468181818,42.53453612222222,35.44224484957265,36.02424585795455,-7.092291272649568,0.5820010083818943,3.937494973433347,Low,32
Jaipur,Rajasthan,47.86013302666667,66.010603,62.362916000000006,66.5291423,65.075455,55.2717478,57.37764115384616,64.70716,46.48799795,47.53168391666667,46.943689454545456,64.96755376666668,59.241614651282056,51.41763283030304,-5.725939115384627,-7.823981820979021,6.801977992586761,High,29
